"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 03: The big Run ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 03: The Big Run";"TimeRunners03";"758874";"T\TimeRunners03\TimeRunners03.Slave";"262144";"T\TimeRunners03";"1048576";"TimeRunners03";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 04: The Castle Of Fear ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 04: The Castle Of Fear";"TimeRunners04";"700056";"T\TimeRunners04\TimeRunners04.Slave";"344064";"T\TimeRunners04";"1048576";"TimeRunners04";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 05: The Black Knight ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 05: The Black Knight";"TimeRunners05";"744849";"T\TimeRunners05\TimeRunners05.Slave";"262144";"T\TimeRunners05";"1048576";"TimeRunners05";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 06: The Bewitched Forest ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 06: The Bewitched Forest";"TimeRunners06";"747310";"T\TimeRunners06\TimeRunners06.Slave";"262144";"T\TimeRunners06";"1048576";"TimeRunners06";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 07: The Land Of The Invaders ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 07: The Land Of The Invaders";"TimeRunners07";"700691";"T\TimeRunners07\TimeRunners07.Slave";"262144";"T\TimeRunners07";"1048576";"TimeRunners07";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 08: The Impregnable Fortress ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 08: The Impregnable Fortress";"TimeRunners08";"526275";"T\TimeRunners08\TimeRunners08.Slave";"262144";"T\TimeRunners08";"1048576";"TimeRunners08";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 09: The Time Demon ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 09: The Time Demon";"TimeRunners09";"619243";"T\TimeRunners09\TimeRunners09.Slave";"262144";"T\TimeRunners09";"1048576";"TimeRunners09";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 10: The Time Sentry ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 10: The Time Sentry";"TimeRunners10";"559046";"T\TimeRunners10\TimeRunners10.Slave";"262144";"T\TimeRunners10";"1048576";"TimeRunners10";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 11: The Steel City ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 11: The Steel City";"TimeRunners11";"547829";"T\TimeRunners11\TimeRunners11.Slave";"262144";"T\TimeRunners11";"1048576";"TimeRunners11";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 12: A Target For The Cyborg ? 93 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 12: A Target For The Cyborg";"TimeRunners12";"647456";"T\TimeRunners12\TimeRunners12.Slave";"262144";"T\TimeRunners12";"1048576";"TimeRunners12";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 13: Cyberkiller ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 13: Cyberkiller";"TimeRunners13";"551734";"T\TimeRunners13\TimeRunners13.Slave";"262144";"T\TimeRunners13";"1048576";"TimeRunners13";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 14: Toraxid - War Star ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 14: Toraxid - War Star";"TimeRunners14";"583974";"T\TimeRunners14\TimeRunners14.Slave";"262144";"T\TimeRunners14";"1048576";"TimeRunners14";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 15: At The Speed Of Light ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 15: At The Speed Of Light";"TimeRunners15";"548858";"T\TimeRunners15\TimeRunners15.Slave";"262144";"T\TimeRunners15";"1048576";"TimeRunners15";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 16: The Galaxy Emperor ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 16: The Galaxy Emperor";"TimeRunners16";"737206";"T\TimeRunners16\TimeRunners16.Slave";"262144";"T\TimeRunners16";"1048576";"TimeRunners16";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 17: The Living Labyrinth ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 17: The Living Labyrinth";"TimeRunners17";"634867";"T\TimeRunners17\TimeRunners17.Slave";"262144";"T\TimeRunners17";"1048576";"TimeRunners17";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 18: The killer Shadow ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 18: The killer Shadow";"TimeRunners18";"680087";"T\TimeRunners18\TimeRunners18.Slave";"262144";"T\TimeRunners18";"1048576";"TimeRunners18";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 19: The Nightmare Prince ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 19: The Nightmare Prince";"TimeRunners19";"738237";"T\TimeRunners19\TimeRunners19.Slave";"262144";"T\TimeRunners19";"1048576";"TimeRunners19";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 20: The Mountains Of Death ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 20: The Mountains Of Death";"TimeRunners20";"634120";"T\TimeRunners20\TimeRunners20.Slave";"262144";"T\TimeRunners20";"1048576";"TimeRunners20";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 21: The Black Dragon's Course ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 21: The Black Dragon";"TimeRunners21";"581112";"T\TimeRunners21\TimeRunners21.Slave";"262144";"T\TimeRunners21";"1048576";"TimeRunners21";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 22: The Eternal Damned ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 22: The Eternal Damned";"TimeRunners22";"642504";"T\TimeRunners22\TimeRunners22.Slave";"262144";"T\TimeRunners22";"1048576";"TimeRunners22";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 23: The Time Monarch ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 23: The Time Monarch";"TimeRunners23";"534590";"T\TimeRunners23\TimeRunners23.Slave";"262144";"T\TimeRunners23";"1048576";"TimeRunners23";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 24: Beyond all Dimensions ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 24: Beyond All Dimensions";"TimeRunners24";"643565";"T\TimeRunners24\TimeRunners24.Slave";"262144";"T\TimeRunners24";"1048576";"TimeRunners24";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 25: The lost Planet Earth ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 25: The Lost Planet Earth";"TimeRunners25";"670335";"T\TimeRunners25\TimeRunners25.Slave";"262144";"T\TimeRunners25";"1048576";"TimeRunners25";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 26: The Time Warrior ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 26: The Time Warrior";"TimeRunners26";"609115";"T\TimeRunners26\TimeRunners26.Slave";"262144";"T\TimeRunners26";"1048576";"TimeRunners26";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 27: Red Night ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 27: Red Night";"TimeRunners27";"553796";"T\TimeRunners27\TimeRunners27.Slave";"262144";"T\TimeRunners27";"1048576";"TimeRunners27";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 28: Beyond The End ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 28: Beyond The End";"TimeRunners28";"586115";"T\TimeRunners28\TimeRunners28.Slave";"262144";"T\TimeRunners28";"1048576";"TimeRunners28";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 29: The Last Revelation ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 29: The Last Revelation";"TimeRunners29";"602517";"T\TimeRunners29\TimeRunners29.Slave";"262144";"T\TimeRunners29";"1048576";"TimeRunners29";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners 30: The Final Duel ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 30: The Final Duel";"TimeRunners30";"612834";"T\TimeRunners30\TimeRunners30.Slave";"262144";"T\TimeRunners30";"1048576";"TimeRunners30";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 01: Gateways in Time";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners01.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 02: The Space Stone";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners02.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 03: The Big Run";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners03.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 04: The Castle Of Fear";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners04.Slave";"344064";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 05: The Black Knight";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners05.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 06: The Bewitched Forest";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners06.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 07: The Land Of The Invaders";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners07.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 08: The Impregnable Fortress";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners08.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 09: The Time Demon";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners09.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 10: The Time Sentry";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners10.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 11: The Steel City";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners11.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 12: A Target For The Cyborg";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners12.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 13: Cyberkiller";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners13.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 14: Toraxid - War Star";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners14.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 15: At The Speed Of Light";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners15.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 16: The Galaxy Emperor";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners16.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 17: The Living Labyrinth";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners17.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 18: The killer Shadow";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners18.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 19: The Nightmare Prince";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners19.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 20: The Mountains Of Death";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners20.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 21: The Black Dragon";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners21.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 22: The Eternal Damned";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners22.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 23: The Time Monarch";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners23.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 24: Beyond All Dimensions";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners24.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 25: The Lost Planet Earth";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners25.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 26: The Time Warrior";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners26.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 27: Red Night";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners27.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 28: Beyond The End";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners28.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 29: The Last Revelation";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners29.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Time Runners (The serie) ? 1993 Simulmondo.";"1993 Simulmondo.";"whdload";"0";"Time Runners 30: The Final Duel";"TimeRunnersSeries";"18939528";"T\TimeRunnersSeries\TimeRunners30.Slave";"262144";"T\TimeRunnersSeries";"1048576";"TimeRunnersSeries";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Time Scanner (c) 1989 Activision - 1 disk.";"1989 Activision";"whdload";"0";"Time Scanner";"TimeScanner";"920125";"T\TimeScanner\TimeScanner.Slave";"262144";"T\TimeScanner";"524288";"TimeScanner";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, ClearMem, Examine";"Times Of Lore ? 1988 Origin.";"1988 Origin.";"whdload";"0";"Times of Lore";"TimesOfLore";"733051";"T\TimesOfLore\TimesOfLore.Slave";"262144";"T\TimesOfLore";"655360";"TimesOfLore";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Time Soldier ? 1989 Electrocoin.";"1989 Electrocoin";"whdload";"0";"Time Soldiers";"TimeSoldier";"1652820";"T\TimeSoldier\TimeSoldier.Slave";"0";"T\TimeSoldier";"524288";"TimeSoldier";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulPriv, ClearMem";"Tintin On The Moon ? 1989 Infogrames.";"1989 Infogrames";"whdload";"0";"Tintin On The Moon";"TintinOnTheMoonImage";"922410";"T\TintinOnTheMoonImage\TintinOnTheMoonImage.Slave";"262144";"T\TintinOnTheMoonImage";"524288";"TintinOnTheMoon";"OCS/ECS";"";"";"";"Image";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Tin Toy Adventure (c) 1996 Mutation Software - 2";"1996 Mutation Software";"whdload";"0";"Tin Toy Adventure";"TinToyAdventureAGA";"1359873";"T\TinToyAdventureAGA\TinToyAdventureAGA.Slave";"0";"T\TinToyAdventureAGA";"2031616";"TinToyAdventure";"AGA";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Tiny Skweeks ? 1992 Loriciel";"1992 Loriciel";"whdload";"0";"Tiny Skweeks";"TinySkweeks";"1615672";"T\TinySkweeks\TinySkweeks.Slave";"4096";"T\TinySkweeks";"524288";"TinySkweeks";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, EmulPriv, Examine";"Tiny Troops ? 1997 Vulcan Software.";"1997 Vulcan Software";"whdload";"0";"Tiny Troops";"TinyTroops";"3572159";"T\TinyTroops\TinyTroops.Slave";"917504";"T\TinyTroops";"983040";"TinyTroops";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Tip Off ? 1991 ANCO.";"1991 ANCO ";"whdload";"0";"Tip Off";"TipOff";"2720201";"T\TipOff\TipOff.Slave";"0";"T\TipOff";"524288";"TipOff";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Titan (C)1989 Titus.";"1989 Titus";"whdload";"0";"Titan";"Titan";"817595";"T\Titan\Titan.slave";"0";"T\Titan";"524288";"Titan";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Titanic Blinky by Zeppelin (c) 1991 - 1 disk.";"1991 Zeppelin";"whdload";"0";"Titanic Blinky";"TitanicBlinky";"913532";"T\TitanicBlinky\TitanicBlinky.Slave";"0";"T\TitanicBlinky";"524288";"TitanicBlinky";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Moktar/Titus The Fox ? 1991-1992 Titus.";"1991-1992 Titus";"whdload";"0";"Moktar / Titus The Fox";"TitusTheFox";"784666";"T\TitusTheFox\TitusTheFox.slave";"786432";"T\TitusTheFox";"524288";"TitusTheFox";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Toki ? 1991 Ocean.";"1991 Ocean";"whdload";"0";"Toki";"Toki";"1029162";"T\Toki\Toki.Slave";"0";"T\Toki";"524288";"Toki";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Tom And The Ghost ? 1990 BlueByte/Ubi Soft.";"1990 Blue Byte/Ubi Soft.";"whdload";"0";"Tom And The Ghost";"TomAndTheGhost";"782183";"T\TomAndTheGhost\TomAndTheGhost.Slave";"262144";"T\TomAndTheGhost";"1048576";"TomAndTheGhost";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Tom Landry Strategy Football ? 1992/93 Merit Software.";"1992/93 Merit Software";"whdload";"0";"Tom Landry Strategy Football";"TomLandryFootball";"1448623";"T\TomLandryFootball\TomLandryFootball.Slave";"786432";"T\TomLandryFootball";"524288";"TomLandryFootball";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Tom Landry Strategy Football ? 1992/93 Merit Software.";"1992/93 Merit Software";"whdload";"0";"Tom Landry Strategy Football";"TomLandryFootballDeluxe";"2054218";"T\TomLandryFootballDeluxe\TomLandryFootballDeluxe.Slave";"786432";"T\TomLandryFootballDeluxe";"524288";"TomLandryFootballDeluxe";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Tommy Gun (c) 1996 Mutation Software - 1 disk.";"1996 Mutation Software";"whdload";"0";"Tommy Gun";"TommyGun";"896491";"T\TommyGun\TommyGun.Slave";"0";"T\TommyGun";"524288";"TommyGun";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Toobin ? 1990 Domark/Tengen.";"1990 Domark/Tengen";"whdload";"0";"Toobin";"Toobin";"915656";"T\Toobin\Toobin.Slave";"0";"T\Toobin";"524288";"Toobin";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Top Banana (c) 1992 Hex - 2 disks.";"1992 Hex";"whdload";"0";"Top Banana";"TopBanana";"1191283";"T\TopBanana\TopBanana.Slave";"262144";"T\TopBanana";"524288";"TopBanana";"OCS/ECS";"";"";"";"";"";"A-Games"
